number,title,start,end,text,chunk_id,embedding
3,Basic Structure of an HTML Website,544.04,546.04, I will write on this place.,1974,"[-0.02708701  0.0438029  -0.04267871 ...  0.01020949 -0.01941003
  0.00491179]"
3,Basic Structure of an HTML Website,546.04,547.04, IP address.,1975,"[-0.0430691   0.03490448 -0.0411535  ... -0.00674082 -0.00272063
 -0.01831446]"
3,Basic Structure of an HTML Website,547.04,548.04, And after doing this.,1976,"[-0.01421828  0.04715416 -0.03300221 ... -0.02041268 -0.00899882
  0.02259282]"
3,Basic Structure of an HTML Website,548.04,550.04, I will restart my VS code.,1977,"[-0.04756034  0.01596221 -0.0456824  ... -0.00865561  0.00762141
  0.02450281]"
3,Basic Structure of an HTML Website,550.04,552.04, You will have to ensure one more thing.,1978,"[-0.01228294  0.03175923 -0.06466766 ... -0.00471384 -0.02309952
  0.01259918]"
3,Basic Structure of an HTML Website,552.04,554.04, That you go to your wifi settings.,1979,"[-0.01761746  0.02903123 -0.07288714 ... -0.02695819  0.03650893
  0.00948102]"
3,Basic Structure of an HTML Website,554.04,556.04, Your network.,1980,"[-0.03399927  0.01257095 -0.04043188 ... -0.01578696  0.0342565
  0.01691013]"
3,Basic Structure of an HTML Website,556.04,557.04, Do private network.,1981,"[-0.03582346  0.01755487 -0.05190635 ... -0.02334873  0.03237355
  0.02171664]"
3,Basic Structure of an HTML Website,557.04,558.04, Public network should not be there.,1982,"[-0.01350837  0.0159508  -0.0511031  ...  0.00741879  0.04236826
  0.02842386]"
3,Basic Structure of an HTML Website,558.04,559.04, Private network should be there.,1983,"[-0.02416731  0.01125628 -0.06494538 ... -0.0023129   0.02184196
  0.02921287]"
3,Basic Structure of an HTML Website,559.04,560.04, Network and internet.,1984,"[-0.00934117  0.02414516 -0.04250069 ...  0.01201297  0.0355483
  0.00657705]"
3,Basic Structure of an HTML Website,560.04,561.04, Wifi.,1985,"[-0.0463608   0.03031572 -0.05656676 ...  0.00269529  0.01545204
  0.02539163]"
3,Basic Structure of an HTML Website,561.04,562.04, Whatever wifi you are connected to.,1986,"[-0.03958635  0.02681862 -0.06677842 ... -0.00138944  0.01323776
  0.07152984]"
3,Basic Structure of an HTML Website,562.04,563.04, Do private network.,1987,"[-0.03582346  0.01755487 -0.05190635 ... -0.02334873  0.03237355
  0.02171664]"
3,Basic Structure of an HTML Website,563.04,565.04, And now you will do right click.,1988,"[-5.0068070e-02  1.8626770e-02 -4.1846490e-02 ... -5.7117864e-05
 -3.4032777e-02 -1.5340577e-02]"
3,Basic Structure of an HTML Website,565.04,566.04, Show preview.,1989,"[-0.02085372  0.00201918 -0.06663568 ... -0.02373086  0.01257043
 -0.01661515]"
3,Basic Structure of an HTML Website,566.04,567.04, So you see here.,1990,"[-0.02050279  0.02091035 -0.03867856 ...  0.00983753 -0.00874944
  0.03104926]"
3,Basic Structure of an HTML Website,567.04,568.04, Your IP address.,1991,"[-0.06009322  0.02985584 -0.04035729 ... -0.01304594 -0.00563737
 -0.01217155]"
3,Basic Structure of an HTML Website,568.04,569.04, You will get to see.,1992,"[-0.01590147  0.02258665 -0.04463269 ...  0.01624542 -0.03692974
  0.03313872]"
3,Basic Structure of an HTML Website,569.04,570.04, Slash index.html.,1993,"[-0.07794035  0.00821824 -0.0152981  ...  0.02444047  0.0079693
  0.01739685]"
3,Basic Structure of an HTML Website,570.04,572.04, I can use this on my phone.,1994,"[-0.02237625  0.02848707 -0.07541233 ... -0.02219361 -0.00693585
 -0.01986638]"
3,Basic Structure of an HTML Website,572.04,574.04, So I will put this IP address here.,1995,"[-0.04558174  0.0239037  -0.04010886 ... -0.00162614  0.01190322
 -0.00770658]"
3,Basic Structure of an HTML Website,574.04,578.04, So I put 192.168.1.199.,1996,"[-0.04585171  0.01849588 -0.01919771 ... -0.00653992  0.01520813
 -0.01243856]"
3,Basic Structure of an HTML Website,578.04,579.04," 0.5,000.",1997,"[-0.03024986  0.0280128  -0.05374102 ... -0.04772927 -0.00135804
  0.04716939]"
3,Basic Structure of an HTML Website,579.04,580.04," You can also get 3,000.",1998,"[-0.03644909  0.02322237 -0.05818481 ... -0.01499299 -0.00869978
  0.04055246]"
3,Basic Structure of an HTML Website,580.04,581.04, Whatever is your port.,1999,"[-0.01811319 -0.00151559 -0.06127314 ... -0.03928573 -0.02770218
  0.02921397]"
3,Basic Structure of an HTML Website,581.04,582.04, You put it.,2000,"[-0.02489772  0.01878304 -0.07212807 ... -0.01663709 -0.04590425
 -0.00033974]"
3,Basic Structure of an HTML Website,582.04,583.04, And here you see.,2001,"[-0.01808151  0.03448648 -0.04076153 ...  0.018714   -0.00981734
  0.0387404 ]"
3,Basic Structure of an HTML Website,583.04,586.04, My website is previewed in mobile.,2002,"[-0.05494591 -0.01128708 -0.05841506 ...  0.01647388 -0.02462028
 -0.00994161]"
3,Basic Structure of an HTML Website,586.04,588.04, This trick is very useful.,2003,"[-0.02891211  0.04514438 -0.05802791 ... -0.02699919 -0.01979651
  0.00254372]"
3,Basic Structure of an HTML Website,588.04,590.04, When we want to preview in our mobile.,2004,"[-0.03432298  0.00698337 -0.05697699 ... -0.02760973 -0.00915113
 -0.02401732]"
3,Basic Structure of an HTML Website,590.04,593.04, Because nowadays most of the websites are seen in the phone.,2005,"[-0.0251958   0.00106719 -0.05586414 ...  0.02605834 -0.0141057
 -0.03264848]"
3,Basic Structure of an HTML Website,593.04,595.04, So we want our phone users.,2006,"[-0.03016594  0.01484913 -0.07537769 ... -0.01126757 -0.01291425
 -0.02997827]"
3,Basic Structure of an HTML Website,595.04,598.04, To enjoy our website.,2007,"[-0.02377711  0.02005091 -0.0570114  ...  0.00190015 -0.05557257
 -0.01497853]"
3,Basic Structure of an HTML Website,598.04,600.04, And we are developing in the computer.,2008,"[-0.02955309  0.02565124 -0.04838959 ...  0.00538922  0.00495678
  0.00272974]"
3,Basic Structure of an HTML Website,600.04,602.04, So that testing will be done.,2009,"[-0.02132646  0.01981183 -0.05848535 ...  0.00160297 -0.00508402
  0.03480875]"
3,Basic Structure of an HTML Website,602.04,604.04, If you have not put a review in the first video.,2010,"[-0.05700736  0.01644272 -0.02989923 ... -0.0060343  -0.01962221
 -0.001956  ]"
3,Basic Structure of an HTML Website,604.04,607.04, So I will request you to come to the first video.,2011,"[-0.02333025  0.01769114 -0.05992902 ... -0.00171383 -0.00600777
 -0.00879541]"
3,Basic Structure of an HTML Website,607.04,608.04, And review your course.,2012,"[-0.05197993  0.0281967  -0.03005446 ... -0.05397294 -0.00065766
  0.05346453]"
3,Basic Structure of an HTML Website,608.04,611.04, In the last video I told you to review it.,2013,"[-0.0317985   0.02108214 -0.04180568 ... -0.03191062  0.0028729
  0.03882285]"
3,Basic Structure of an HTML Website,611.04,612.04, Put an initial review.,2014,"[-0.03932386  0.03201814 -0.04077949 ... -0.02260126 -0.010867
 -0.01825417]"
3,Basic Structure of an HTML Website,612.04,614.04, How did you feel about seeing so many courses.,2015,"[-0.02681197 -0.02959374 -0.03691838 ... -0.03243668 -0.01428342
  0.06973802]"
3,Basic Structure of an HTML Website,614.04,615.04, Write an initial review there.,2016,"[-0.04839643  0.02415388 -0.03594265 ...  0.00985309 -0.01054028
  0.00019427]"
3,Basic Structure of an HTML Website,615.04,616.04, As soon as you write initial review.,2017,"[-0.0460256   0.03735423 -0.01955323 ...  0.00745044 -0.01361407
 -0.00132327]"
3,Basic Structure of an HTML Website,616.04,619.04, People will know what is the initial review of this course.,2018,"[-0.01965833  0.01799146 -0.04041353 ... -0.00763769  0.00144325
  0.00272297]"
3,Basic Structure of an HTML Website,619.04,621.04, You give me 5 stars.,2019,"[ 0.00052637 -0.0061693  -0.06887294 ... -0.02225664 -0.01652497
  0.02947027]"
3,Basic Structure of an HTML Website,621.04,622.04, Along with that.,2020,"[-0.01054914  0.05646509 -0.02865781 ... -0.00118216  0.01227192
  0.01488155]"
3,Basic Structure of an HTML Website,622.04,624.04, You should access it in the playlist and description.,2021,"[-0.01647098 -0.01113262 -0.04150027 ...  0.02476712  0.00351317
  0.00176648]"
3,Basic Structure of an HTML Website,624.04,626.04, Click here to book it.,2022,"[-0.03574475  0.03249882 -0.04074616 ...  0.01685263 -0.00420696
  0.02538993]"
3,Basic Structure of an HTML Website,626.04,627.04, Click on the star.,2023,"[-0.04307926  0.00777568 -0.06224472 ...  0.01431127  0.01489063
 -0.00827371]"
3,Basic Structure of an HTML Website,627.04,628.04, This will become a bookmark.,2024,"[-0.01225509  0.04587276 -0.04331061 ...  0.03089998 -0.02303485
  0.04036009]"
3,Basic Structure of an HTML Website,628.04,630.04, And it will start showing in your bookmarks.,2025,"[-0.03181222  0.01861871 -0.02676187 ...  0.03027586 -0.02489583
  0.02825345]"
3,Basic Structure of an HTML Website,630.04,633.04, I have bookmarked it here.,2026,"[-0.02018417  0.03568415 -0.0384042  ...  0.01629395 -0.00346676
 -0.00157332]"
3,Basic Structure of an HTML Website,633.04,634.04, Click here to save it.,2027,"[-0.03438994  0.04113737 -0.02732024 ...  0.02485552 -0.01461688
  0.00253515]"
3,Basic Structure of an HTML Website,634.04,636.04, Many people have accessed the playlist.,2028,"[ 0.00934092  0.02305654 -0.08420689 ...  0.0128595  -0.01148877
  0.03290529]"
3,Basic Structure of an HTML Website,636.04,638.04, So I want everyone to access this playlist.,2029,"[-0.00543026  0.02564337 -0.05426637 ...  0.0212434  -0.03348904
  0.03714147]"
3,Basic Structure of an HTML Website,638.04,640.04, Bookmark and save this playlist.,2030,"[-0.02833877  0.04764721 -0.0306705  ...  0.02784965  0.00768226
  0.02527793]"
3,Basic Structure of an HTML Website,640.04,642.04, So access the playlist.,2031,"[-0.02295009  0.01057945 -0.04861095 ...  0.01160544 -0.0155886
 -0.00396765]"
3,Basic Structure of an HTML Website,642.04,643.04, Like the video.,2032,"[-0.00553459  0.0087621  -0.07239102 ... -0.00319655 -0.02801244
  0.00294606]"
3,Basic Structure of an HTML Website,643.04,645.04, Do the same for your village and uncle.,2033,"[-0.0261422   0.04956119 -0.04227355 ... -0.0088923  -0.01506813
  0.01145117]"
3,Basic Structure of an HTML Website,645.04,647.04, Thank you so much for watching this video.,2034,"[-0.03940071  0.01605278 -0.0407992  ... -0.00023095 -0.02438257
  0.02462623]"
3,Basic Structure of an HTML Website,647.04,649.04, And I will see you next time.,2035,"[-0.00691588  0.03866231 -0.03808383 ...  0.01764887 -0.03206581
  0.02235659]"
3,Basic Structure of an HTML Website,657.04,659.04, Thank you.,2036,"[-0.02726179  0.01066317 -0.03926564 ... -0.01057684 -0.05691854
  0.00640406]"
4,"Heading, Paragraphs and Links",0.0,3.16," In today's video, I will tell you about the heading and paragraphs.",2037,"[-0.03290655  0.01752298 -0.02240342 ...  0.01925825 -0.00171815
 -0.0132056 ]"
4,"Heading, Paragraphs and Links",3.16,6.36," Along with that, I will also tell you about the anchor text.",2038,"[-0.07481299  0.02079603 -0.03080029 ...  0.00224967 -0.02559052
 -0.01545313]"
4,"Heading, Paragraphs and Links",6.36,9.82," If you have liked this course, then do like this video.",2039,"[-0.02646934  0.00369448 -0.04799487 ... -0.00040721 -0.01027361
  0.04558586]"
4,"Heading, Paragraphs and Links",9.82,12.26, Your likes will help me in getting free courses like this.,2040,"[-0.03285722 -0.0033748  -0.04383873 ... -0.01274837 -0.02108034
  0.00817077]"
4,"Heading, Paragraphs and Links",12.26,15.6," In this video, we will make a small project which will be a bookmark website.",2041,"[-0.03474715  0.03351711 -0.00999538 ...  0.01835629 -0.02752991
 -0.01990742]"
4,"Heading, Paragraphs and Links",15.6,20.16, This bookmark website will help you in getting all your favorite websites in one place.,2042,"[ 0.00814494  0.02421658 -0.03352532 ...  0.03162122 -0.04285013
 -0.00432885]"
4,"Heading, Paragraphs and Links",20.16,22.06, And you will be able to use it in actual use.,2043,"[-0.00770556  0.04141167 -0.05216617 ...  0.01379656 -0.04406664
  0.01077168]"
4,"Heading, Paragraphs and Links",22.06,23.42, So let's start quickly.,2044,"[-0.00706744  0.08291487 -0.04267231 ... -0.02272894 -0.03254924
  0.01169132]"
4,"Heading, Paragraphs and Links",23.42,25.240000000000002," Write down in the comments below,",2045,"[-0.03618687  0.0547858  -0.05724048 ...  0.01449214  0.02029359
 -0.00124799]"
4,"Heading, Paragraphs and Links",25.240000000000002,27.8," Sigma batch OP, let's roll the intro.",2046,"[-0.03694031  0.01263224 -0.04094471 ... -0.02227481  0.00623179
 -0.01084618]"
4,"Heading, Paragraphs and Links",30.0,40.4," So guys, as you can see, it has already matched in the computer screen.",2047,"[ 0.0176369   0.0046899  -0.07516673 ...  0.01448988 -0.01502258
  0.03174337]"
4,"Heading, Paragraphs and Links",40.4,43.76," And if you haven't accessed the playlist yet, then you can access it.",2048,"[-0.02295809  0.04097201 -0.02394703 ...  0.00813782 -0.01988112
  0.01377614]"
4,"Heading, Paragraphs and Links",43.76,52.760000000000005," One more thing I want to tell you is that if you go to github.com, you will get the github repo of Sigma Web Dev course.",2049,"[-0.050885   -0.00872666 -0.0116257  ... -0.03219775 -0.00962779
  0.02217767]"
4,"Heading, Paragraphs and Links",52.760000000000005,57.56," I have made all the videos in this, and the committee has also made it according to the folder.",2050,"[-0.003271    0.00318448 -0.0517806  ...  0.005123   -0.01992299
  0.05987348]"
4,"Heading, Paragraphs and Links",57.56,58.56, So you will get it.,2051,"[-0.02319406  0.04159459 -0.06688499 ...  0.0115042  -0.0494003
  0.02930925]"
4,"Heading, Paragraphs and Links",58.56,61.92, So you have to access it so that you get the source code.,2052,"[-0.04509593  0.00749361 -0.04835111 ...  0.03126364 -0.04007915
  0.02232118]"
4,"Heading, Paragraphs and Links",61.92,64.32000000000001, I will also put the video in the description.,2053,"[-0.04908477  0.00374399 -0.07799585 ...  0.00267686 -0.04151755
 -0.00496834]"
4,"Heading, Paragraphs and Links",64.32000000000001,66.02000000000001, So there is no problem.,2054,"[ 0.01188827  0.01163089 -0.06252243 ...  0.02104236 -0.00454917
  0.01190216]"
4,"Heading, Paragraphs and Links",66.02000000000001,69.32000000000001, Now we will make a very basic website today.,2055,"[-0.02685207  0.03881759 -0.02270018 ...  0.00610798 -0.04732129
 -0.04138726]"
4,"Heading, Paragraphs and Links",69.32000000000001,73.32000000000001, But it will be very important for us because it will be our first useful website.,2056,"[-0.00828502  0.03946695 -0.02516704 ... -0.00100247 -0.04319162
 -0.02575604]"
4,"Heading, Paragraphs and Links",73.32000000000001,74.82000000000001, So I will not take much time.,2057,"[-0.02805159  0.02327666 -0.08028422 ... -0.02374974 -0.04480134
 -0.02135586]"
4,"Heading, Paragraphs and Links",74.82000000000001,78.92, I will make a new folder in this Sigma Web Dev folder.,2058,"[-0.09191167 -0.02414015 -0.03097095 ...  0.0149051  -0.03292999
  0.02568173]"
4,"Heading, Paragraphs and Links",78.92,81.92, And I will name it video4 because it is our fourth video.,2059,"[-0.01727793  0.04538628 -0.03321808 ... -0.02221332  0.0012756
  0.01619182]"
4,"Heading, Paragraphs and Links",81.92,83.92, So I will make it by name of video4.,2060,"[-0.01442269  0.03518903 -0.04189957 ... -0.02282753 -0.00246467
  0.03295889]"
4,"Heading, Paragraphs and Links",83.92,88.92, I will click Shift right and open with code so that this folder opens in our VS code.,2061,"[-0.04902574 -0.02297722 -0.0354296  ...  0.01831115 -0.00403345
 -0.02794942]"
4,"Heading, Paragraphs and Links",88.92,91.92," After doing this, I will do the same thing that we always do.",2062,"[-0.0406196   0.03831248 -0.03968355 ... -0.0232567  -0.01277347
  0.02696585]"
4,"Heading, Paragraphs and Links",91.92,97.92," Index.html, main.css, style.css and script.js.",2063,"[-0.06659817 -0.01504314 -0.03731755 ...  0.0384569  -0.00327034
 -0.01620738]"
4,"Heading, Paragraphs and Links",97.92,99.92, We usually make these three files.,2064,"[-0.02582377  0.00175754 -0.0580488  ...  0.02277396 -0.01264444
 -0.02707401]"
4,"Heading, Paragraphs and Links",99.92,101.92," If I write CSS, I will write here.",2065,"[-0.06541224  0.0037483  -0.03601002 ...  0.05870265  0.01388666
  0.01651212]"
4,"Heading, Paragraphs and Links",101.92,102.92," If I write script, I will write here.",2066,"[-0.06518918  0.00528301 -0.03514484 ...  0.02530321 -0.00310851
  0.02783643]"
4,"Heading, Paragraphs and Links",102.92,107.92," But for now, I will write an exclamation mark here and write in a document like this.",2067,"[-0.03694854  0.03099931 -0.01979199 ...  0.01590399 -0.02705706
  0.00458062]"
