number,title,start,end,text
2,Your First HTML Website,497.4,499.4, Here I am showing the material theme icons.
2,Your First HTML Website,499.4,501.4, And if you want.
2,Your First HTML Website,501.4,503.4, You can use the VS Code icons.
2,Your First HTML Website,503.4,505.4, If I want.
2,Your First HTML Website,505.4,507.4, Material themes icons.
2,Your First HTML Website,507.4,509.4, They will move away from me.
2,Your First HTML Website,509.4,511.4, So I will remove this.
2,Your First HTML Website,511.4,513.4, And here.
2,Your First HTML Website,513.4,515.4, You can see the extensions.
2,Your First HTML Website,515.4,517.4, Material theme icons.
2,Your First HTML Website,517.4,519.4, I will select this one.
2,Your First HTML Website,519.4,521.4, And if I want.
2,Your First HTML Website,521.4,523.4, I can uninstall it.
2,Your First HTML Website,523.4,525.4, If I want.
2,Your First HTML Website,525.4,527.4, I will have to click on Reload Required.
2,Your First HTML Website,527.4,529.4, And when I click on Reload Required.
2,Your First HTML Website,529.4,531.4, My VS Code will be reloaded.
2,Your First HTML Website,531.4,533.4, You can customize your VS Code.
2,Your First HTML Website,533.4,535.4, I will select the VS Code icons.
2,Your First HTML Website,535.4,537.4, So that I can see the icons.
2,Your First HTML Website,537.4,539.4, I like this.
2,Your First HTML Website,539.4,541.4, Jellyfish theme is also popular.
2,Your First HTML Website,541.4,543.4, And here we have another extension.
2,Your First HTML Website,543.4,545.4, Its name is Prettier.
2,Your First HTML Website,545.4,547.4, I will not install it.
2,Your First HTML Website,547.4,549.4, But I just want to tell you.
2,Your First HTML Website,549.4,551.4, Another extension is ES7.
2,Your First HTML Website,551.4,553.4, We will react in this course.
2,Your First HTML Website,553.4,555.4, Sorry for the spoilers.
2,Your First HTML Website,555.4,557.4, But we will react in this course.
2,Your First HTML Website,557.4,559.4, ES7 plus react Redux.
2,Your First HTML Website,559.4,561.4, React Native Snippets.
2,Your First HTML Website,561.4,563.4, This extension gives you the react snippets.
2,Your First HTML Website,563.4,565.4, We will use it only when we will react.
2,Your First HTML Website,565.4,567.4, We will not install it for now.
2,Your First HTML Website,567.4,569.4, But the most important extension.
2,Your First HTML Website,569.4,571.4, Its name is Live Preview.
2,Your First HTML Website,571.4,573.4, We will install this extension.
2,Your First HTML Website,573.4,575.4, Because it is a very useful extension.
2,Your First HTML Website,575.4,577.4, The extensions I have told you.
2,Your First HTML Website,577.4,579.4, Mostly they help you.
2,Your First HTML Website,579.4,581.4, To change the look and feel of this code.
2,Your First HTML Website,581.4,583.4, But today I am telling you.
2,Your First HTML Website,583.4,585.4, Live Preview.
2,Your First HTML Website,585.4,587.4, You will actually use it.
2,Your First HTML Website,587.4,589.4," Let's come to our HTML, CSS and JavaScript files."
2,Your First HTML Website,589.4,591.4," So these are our HTML, CSS and JavaScript files."
2,Your First HTML Website,591.4,593.4, This is HTML file.
2,Your First HTML Website,593.4,595.4, This is some code.
2,Your First HTML Website,595.4,597.4, Which tells you how to see the website.
2,Your First HTML Website,597.4,599.4, Okay.
2,Your First HTML Website,599.4,601.4, I am saying that there should be a document in the title.
2,Your First HTML Website,601.4,603.4, I will write here.
2,Your First HTML Website,603.4,605.4, The first website of Harry.
2,Your First HTML Website,605.4,607.4, The first website of Harry.
2,Your First HTML Website,607.4,609.4, The first website of the course.
2,Your First HTML Website,609.4,611.4, Harry's first website will be a lie.
2,Your First HTML Website,611.4,613.4, Your first website.
2,Your First HTML Website,613.4,615.4, Write your name in it.
2,Your First HTML Website,615.4,617.4, And if I write in the body.
2,Your First HTML Website,617.4,619.4, This is my first website.
2,Your First HTML Website,619.4,621.4, And everyone write in the comments.
2,Your First HTML Website,621.4,623.4, Congratulations.
2,Your First HTML Website,623.4,625.4, Write all the first websites.
2,Your First HTML Website,625.4,627.4, Congratulations for my first website.
2,Your First HTML Website,627.4,629.4, And congratulate each other.
2,Your First HTML Website,629.4,631.4, Make a mood in the comment section.
2,Your First HTML Website,631.4,633.4, I will also come in the comment section.
2,Your First HTML Website,633.4,635.4, And I will give you all the heart.
2,Your First HTML Website,635.4,637.4, Now.
2,Your First HTML Website,637.4,639.4, Let's see how to do this.
2,Your First HTML Website,639.4,641.4, The biggest question of people.
2,Your First HTML Website,641.4,643.4, There are two ways to see.
2,Your First HTML Website,643.4,645.4, The one that we have installed live server.
2,Your First HTML Website,645.4,647.4, Live preview.
2,Your First HTML Website,647.4,649.4, The live server used to work.
2,Your First HTML Website,649.4,651.4, But Microsoft released live preview.
2,Your First HTML Website,651.4,653.4, So I will recommend the latest extension.
2,Your First HTML Website,653.4,655.4, This is also live server.
2,Your First HTML Website,655.4,657.4, But I am not going to run live server.
2,Your First HTML Website,657.4,659.4, I am going to use live preview.
2,Your First HTML Website,659.4,661.4, After installing live preview.
2,Your First HTML Website,661.4,663.4, You can see this icon.
2,Your First HTML Website,663.4,665.4, I will show you this website.
2,Your First HTML Website,665.4,667.4, Because my website will be in the browser.
2,Your First HTML Website,667.4,669.4, So if you want to see this in the browser.
2,Your First HTML Website,669.4,671.4, Click here.
2,Your First HTML Website,671.4,673.4, Open in browser.
2,Your First HTML Website,673.4,675.4, And tell me something interesting.
2,Your First HTML Website,675.4,677.4, You can close it.
2,Your First HTML Website,677.4,679.4, You can write here.
2,Your First HTML Website,679.4,681.4, The course of Harry.
2,Your First HTML Website,681.4,683.4, You can write.
2,Your First HTML Website,683.4,685.4, I am praising my course.
2,Your First HTML Website,685.4,687.4, But yes.
2,Your First HTML Website,687.4,689.4, I wrote here.
2,Your First HTML Website,689.4,691.4, And you noticed one thing.
2,Your First HTML Website,691.4,693.4, I didn't reload the website.
2,Your First HTML Website,693.4,695.4, But after that.
2,Your First HTML Website,695.4,697.4, I have updated this content.
2,Your First HTML Website,697.4,699.4, Which I wrote in the code.
2,Your First HTML Website,699.4,701.4, Which means I will write here.
2,Your First HTML Website,701.4,703.4, Without reloading.
2,Your First HTML Website,703.4,705.4, Will update here.
2,Your First HTML Website,705.4,707.4, Will it happen or not?
2,Your First HTML Website,707.4,709.4, Play the music.
2,Your First HTML Website,709.4,711.4, It will happen.
2,Your First HTML Website,711.4,713.4, And here.
2,Your First HTML Website,713.4,715.4, This is my first website.
2,Your First HTML Website,715.4,717.4, Harry's course is good.
2,Your First HTML Website,717.4,719.4, Now I will write here.
2,Your First HTML Website,719.4,721.4, This is a good course of Harry.
2,Your First HTML Website,721.4,723.4, This is a good course of Harry.
2,Your First HTML Website,723.4,725.4, So here you have seen.
2,Your First HTML Website,725.4,727.4, How this extension helped us.
2,Your First HTML Website,727.4,729.4, If you reload it.
2,Your First HTML Website,729.4,731.4, It will not make any difference.
2,Your First HTML Website,731.4,733.4, Because it is being reloaded live.
2,Your First HTML Website,733.4,735.4, Sometimes we want.
2,Your First HTML Website,735.4,737.4, Our page.
2,Your First HTML Website,737.4,739.4, It will be here.
2,Your First HTML Website,739.4,741.4, So that you can see the white code.
2,Your First HTML Website,741.4,743.4, Sometimes we want.
2,Your First HTML Website,743.4,745.4, We can see our code here.
2,Your First HTML Website,745.4,747.4, Because we want to see.
2,Your First HTML Website,747.4,749.4, I am writing here.
2,Your First HTML Website,749.4,751.4, This is a good course of Harry.
2,Your First HTML Website,751.4,753.4, And this is a good course of SIGMA.
2,Your First HTML Website,753.4,755.4, I will write here.
2,Your First HTML Website,755.4,757.4, I will write here.
2,Your First HTML Website,757.4,759.4, And I can do it.
2,Your First HTML Website,759.4,761.4, So I will see the live update here.
2,Your First HTML Website,761.4,763.4, If you have seen my old videos.
2,Your First HTML Website,763.4,765.4, I have used this extension.
2,Your First HTML Website,765.4,767.4, Of the live server.
2,Your First HTML Website,767.4,769.4, I didn't know this extension.
2,Your First HTML Website,769.4,771.4, Whatever it is.
2,Your First HTML Website,771.4,773.4, If you know something new.
2,Your First HTML Website,773.4,775.4, You will know.
2,Your First HTML Website,775.4,777.4, I use AC in daily life.
2,Your First HTML Website,777.4,779.4, I do web development.
2,Your First HTML Website,779.4,781.4, Many people ask me.
2,Your First HTML Website,781.4,783.4, Do you also do web development?
2,Your First HTML Website,783.4,785.4, I do.
2,Your First HTML Website,785.4,787.4, I don't make videos.
2,Your First HTML Website,787.4,789.4, I do work.
2,Your First HTML Website,789.4,791.4, I make websites.
2,Your First HTML Website,791.4,793.4, All the code I am writing.
2,Your First HTML Website,793.4,795.4, You will get it on the github.
2,Your First HTML Website,795.4,797.4, You will go to any video description.
2,Your First HTML Website,797.4,799.4, Any video description.
2,Your First HTML Website,799.4,801.4, You will get the corresponding code.
2,Your First HTML Website,801.4,803.4, You don't have to worry.
2,Your First HTML Website,803.4,805.4, I will close this.
2,Your First HTML Website,805.4,807.4, Because my preview is here.
2,Your First HTML Website,807.4,809.4," Now understand HTML, CSS, JavaScript."
2,Your First HTML Website,809.4,811.4, We talked about it.
2,Your First HTML Website,811.4,813.4, In the previous video.
2,Your First HTML Website,813.4,815.4, I will tell you how to link these three.
2,Your First HTML Website,815.4,817.4, You have made index.html.
2,Your First HTML Website,817.4,819.4, You can see the title.
2,Your First HTML Website,819.4,821.4, The course of Harry.
2,Your First HTML Website,821.4,823.4, First website.
2,Your First HTML Website,823.4,825.4, I will do SIGMA web development course.
2,Your First HTML Website,825.4,827.4, This will change.
2,Your First HTML Website,827.4,829.4, SIGMA
2,Your First HTML Website,829.4,831.4, web development
2,Your First HTML Website,831.4,833.4, SIGMA web development course.
2,Your First HTML Website,833.4,835.4, You can see.
2,Your First HTML Website,835.4,837.4, This will be updated.
2,Your First HTML Website,837.4,839.4, Live update.
2,Your First HTML Website,839.4,841.4, Now I want the background to be red.
2,Your First HTML Website,841.4,843.4, This is how CSS works.
2,Your First HTML Website,843.4,845.4, I can write.
2,Your First HTML Website,845.4,847.4, Body.
